intervention_name_original	intervention_name	intervention_type	n_trials	example_trial	intervention_class	target_gene	target_gene_source	target_gene_link	eric_review_target	target_gene_comments	best_name	regulatory_status	comment	priority	db_target	db_status	incl_count
ipx066 95 mg ld	ipx066 95 mg ld	drug	1	NCT00880620	molecular	DRD1,DRD2,DRD3,DRD4,DRD5,DDC	DB	https://go.drugbank.com/drugs/DB00222			carbidopa,levodopa	combination		FALSE			1
ipx203 140 mg	ipx203 140 mg	drug	1	NCT03877510	molecular	DRD1,DRD2,DRD3,DRD4,DRD5,DDC	DB	https://go.drugbank.com/drugs/DB00223			carbidopa,levodopa	combination		FALSE			1
ipx203 180 mg	ipx203 180 mg	drug	1	NCT02271503	molecular	DRD1,DRD2,DRD3,DRD4,DRD5,DDC	DB	https://go.drugbank.com/drugs/DB00224			carbidopa,levodopa	combination		FALSE			1
ipx203 210 mg	ipx203 210 mg	drug	1	NCT03877510	molecular	DRD1,DRD2,DRD3,DRD4,DRD5,DDC	DB	https://go.drugbank.com/drugs/DB00225			carbidopa,levodopa	combination		FALSE			1
ipx203 270 mg	ipx203 270 mg	drug	1	NCT02271503	molecular	DRD1,DRD2,DRD3,DRD4,DRD5,DDC	DB	https://go.drugbank.com/drugs/DB00226			carbidopa,levodopa	combination		FALSE			1
ipx203 280 mg	ipx203 280 mg	drug	1	NCT03877510	molecular	DRD1,DRD2,DRD3,DRD4,DRD5,DDC	DB	https://go.drugbank.com/drugs/DB00227			carbidopa,levodopa	combination		FALSE			1
ipx203 350 mg	ipx203 350 mg	drug	1	NCT03877510	molecular	DRD1,DRD2,DRD3,DRD4,DRD5,DDC	DB	https://go.drugbank.com/drugs/DB00228			carbidopa,levodopa	combination		FALSE			1
ipx203 er cd-ld	ipx203 er cd-ld	drug	1	NCT03670953	molecular	DRD1,DRD2,DRD3,DRD4,DRD5,DDC	DB	https://go.drugbank.com/drugs/DB00229			carbidopa,levodopa	combination		FALSE			1
ipx203 placebo	ipx203 placebo	other	1	NCT03670953	placebo									FALSE			1
ir cd-ld	ir cd-ld	drug	4	NCT00869791	molecular	DRD1,DRD2,DRD3,DRD4,DRD5,DDC	DB	https://go.drugbank.com/drugs/DB00230			carbidopa,levodopa	combination		FALSE			4
ir cd-ld placebo	ir cd-ld placebo	other	1	NCT03670953	placebo									FALSE			1
irl790	irl790	drug	1	NCT03531060	molecular	DRD3	press release	https://www.ipsen.com/press-releases/ipsen-and-irlab-enter-exclusive-worldwide-licensing-agreement-aimed-to-improve-the-lives-of-people-living-with-parkinsons-disease/		oral dopamine D3-receptor antagonist	mesdopetam	experimental		FALSE			1
irradiation	irradiation	procedure	1	NCT00014755	procedure									FALSE			1
irx4204	irx4204	drug	1	NCT02438215	molecular	RXRA,RXRB,RXRG	Pubmed	https://pubmed.ncbi.nlm.nih.gov/27158387/	2	RXR agonist	irx4204	experimental		FALSE			1
isc-hpnsc	isc-hpnsc	biological	1	NCT02452723	procedure									FALSE			1
iscomatrix™	iscomatrix™	biological	1	NCT00464334	placebo			https://pubmed.ncbi.nlm.nih.gov/22442293/	2	iscomatrix is an adjuvant for the vaccine V950. this is one of the placebo arms in the trial - participants getting iscomatrix but not v950.				FALSE			1
isis 333611	isis 333611	drug	1	NCT01041222	molecular	SOD1	press release	https://investors.biogen.com/news-releases/news-release-details/biogen-announces-topline-results-tofersen-phase-3-study-and-its			tofersen	experimental		FALSE			1
isis 443139 10 mg	isis 443139 10 mg	drug	1	NCT02519036	molecular	HTT	Pubmed	https://pubmed.ncbi.nlm.nih.gov/31059641/			isis 443139	experimental		TRUE			1
isis 443139 120 mg	isis 443139 120 mg	drug	1	NCT02519036	molecular	HTT	Pubmed	https://pubmed.ncbi.nlm.nih.gov/31059641/			isis 443139	experimental		TRUE			1
isis 443139 30 mg	isis 443139 30 mg	drug	1	NCT02519036	molecular	HTT	Pubmed	https://pubmed.ncbi.nlm.nih.gov/31059641/			isis 443139	experimental		TRUE			1
isis 443139 60 mg	isis 443139 60 mg	drug	1	NCT02519036	molecular	HTT	Pubmed	https://pubmed.ncbi.nlm.nih.gov/31059641/			isis 443139	experimental		TRUE			1
isis 443139 90 mg	isis 443139 90 mg	drug	1	NCT02519036	molecular	HTT	Pubmed	https://pubmed.ncbi.nlm.nih.gov/31059641/			isis 443139	experimental		TRUE			1
islets of langerhans	islets of langerhans	drug	1	NCT00579371										FALSE			0
ismn xl and cilostazol	ismn xl and cilostazol	drug	1	NCT03451591										FALSE			0
isocarboxazid	isocarboxazid	drug	1	NCT02323217										FALSE	MAOA,MAOB	approved	0
isoflurane	isoflurane	drug	3	NCT00615472	molecular	GABRA1,ATP2C1,GLRA1,GRIA1,KCNA1,GABRA1	DB	https://go.drugbank.com/drugs/DB00753			isoflurane	approved		FALSE	GABRA1,ATP2C1,GLRA1,GRIA1,KCNA1,GABRA1	approved	1
isometric tongue strengthening facilitated by iowa oral performance instrument (iopi)	isometric tongue strengthening facilitated by iowa oral performance instrument (iopi)	device	1	NCT03682081	device									FALSE			1
isosorbide mononitrate xl (ismn)	isosorbide mononitrate xl (ismn)	drug	1	NCT03451591										FALSE			0
isotretinoin	isotretinoin	drug	1	NCT01560585	molecular	unknown	DB	https://go.drugbank.com/drugs/DB00982		DB says questionable	isotretinoin	approved		FALSE		approved	1
isradipine	isradipine	drug	1	NCT02168842	molecular	CACNA1C,CACNA2D1,CACNB2,CACNA1H,CACNA2D2,CACNA1D,CACNA1S	DB	https://go.drugbank.com/drugs/DB00270			isradipine	approved		FALSE		non	1
isradipine cr 10mg	isradipine cr 10mg	drug	1	NCT00909545	molecular	CACNA1C,CACNA2D1,CACNB2,CACNA1H,CACNA2D2,CACNA1D,CACNA1S	DB	https://go.drugbank.com/drugs/DB00270			isradipine	approved		FALSE			1
isradipine cr 20mg	isradipine cr 20mg	drug	1	NCT00909545	molecular	CACNA1C,CACNA2D1,CACNB2,CACNA1H,CACNA2D2,CACNA1D,CACNA1S	DB	https://go.drugbank.com/drugs/DB00270			isradipine	approved		FALSE			1
isradipine cr 5mg	isradipine cr 5mg	drug	1	NCT00909545	molecular	CACNA1C,CACNA2D1,CACNB2,CACNA1H,CACNA2D2,CACNA1D,CACNA1S	DB	https://go.drugbank.com/drugs/DB00270			isradipine	approved		FALSE			1
istradefylline	istradefylline	drug	9	NCT00957203	molecular	ADORA2A	DB	https://go.drugbank.com/drugs/DB11757			istradefylline	approved		FALSE	ADORA2A	approved	9
istradefylline ( kw-6002)	istradefylline ( kw-6002)	drug	1	NCT00199368	molecular	ADORA2A	DB	https://go.drugbank.com/drugs/DB11757			istradefylline	approved		FALSE			1
istradefylline (kw-6002)	istradefylline (kw-6002)	drug	7	NCT00199433	molecular	ADORA2A	DB	https://go.drugbank.com/drugs/DB11757			istradefylline	approved		FALSE			7
istradefylline 20 mg	istradefylline 20 mg	drug	1	NCT01968031	molecular	ADORA2A	DB	https://go.drugbank.com/drugs/DB11757			istradefylline	approved		FALSE			1
istradefylline 20 mg or 40 mg	istradefylline 20 mg or 40 mg	drug	1	NCT02610231	molecular	ADORA2A	DB	https://go.drugbank.com/drugs/DB11757			istradefylline	approved		FALSE			1
istradefylline 40 mg	istradefylline 40 mg	drug	2	NCT02174250	molecular	ADORA2A	DB	https://go.drugbank.com/drugs/DB11757			istradefylline	approved		FALSE			1
iti-007	iti-007	drug	3	NCT02817906	molecular	HTR2A,DRD2,SLC6A4,GRIN2B	DB	https://go.drugbank.com/drugs/DB06077			lumateperone	approved		FALSE			3
iti-214	iti-214	drug	1	NCT03257046	molecular	PDE1C	press release	https://ir.intracellulartherapies.com/news-releases/news-release-details/intra-cellular-therapies-announces-publications-highlighting	2	PDE1 inhibition	lenrispodun	experimental		FALSE		non	1
itraconazole	itraconazole	drug	2	NCT02323334	molecular	CYP51A1	DB	https://go.drugbank.com/drugs/DB01167			itraconazole	approved		FALSE	CYP51A1	approved	1
itraconazole 200 mg	itraconazole 200 mg	drug	1	NCT02197884										FALSE			0
iv apomorphine	iv apomorphine	drug	1	NCT00040209	molecular	DRD4,DRD2,DRD3	DB	https://go.drugbank.com/drugs/DB00714			apomorphine	approved		FALSE			1
iv levodopa	iv levodopa	drug	5	NCT00009048	molecular	DRD1,DRD5,DRD2,DRD3,DRD4	DB	https://go.drugbank.com/drugs/DB01235	2		levodopa	approved		FALSE			5
iv placebo	iv placebo	biological	1	NCT02036645	placebo									FALSE			1
j-tube	j-tube	device	5	NCT00660387	none									FALSE			5
j147	j147	drug	1	NCT03838185										FALSE		non	0
jardiance 25 mg	jardiance 25 mg	drug	1	NCT03852901										FALSE			0
jawbone up	jawbone up	device	1	NCT02878486	device									FALSE			1
jejunal extension tube (j-tube)	jejunal extension tube (j-tube)	device	1	NCT00141518	none									FALSE			1
jevity 1.0	jevity 1.0	dietary supplement	1	NCT00983983	behavioral									FALSE			1
jevity 1.5	jevity 1.5	dietary supplement	1	NCT00983983	behavioral									FALSE			1
jintronix	jintronix	device	1	NCT04078217	device									FALSE			1
jm-010	jm-010	drug	1	NCT02439203	molecular	HTR1A,HTR1B,HTR1D	Pubmed	https://pubmed.ncbi.nlm.nih.gov/31356217/	2		buspirone,zolmitriptan	combination		FALSE			1
jm-010 a group	jm-010 a group	drug	1	NCT03956979	molecular	HTR1A,HTR1B,HTR1D	Pubmed	https://pubmed.ncbi.nlm.nih.gov/31356217/	2		buspirone,zolmitriptan	combination		FALSE			1
jm-010 b group	jm-010 b group	drug	1	NCT03956979	molecular	HTR1A,HTR1B,HTR1D	Pubmed	https://pubmed.ncbi.nlm.nih.gov/31356217/	2		buspirone,zolmitriptan	combination		FALSE			1
jnj-39393406	jnj-39393406	drug	5	NCT01137799										FALSE		non	0
jnj-54861911	jnj-54861911	drug	1	NCT02211079										FALSE			0
jnj-54861911 (100 mg)	jnj-54861911 (100 mg)	drug	1	NCT02180269										FALSE			0
jnj-54861911 (25 mg)	jnj-54861911 (25 mg)	drug	1	NCT02180269										FALSE			0
jnj-54861911 (50 mg)	jnj-54861911 (50 mg)	drug	1	NCT02180269										FALSE			0
jnj-54861911 (treatment a)	jnj-54861911 (treatment a)	drug	1	NCT02260700										FALSE			0
jnj-54861911 (treatment b)	jnj-54861911 (treatment b)	drug	1	NCT02260700										FALSE			0
jnj-54861911 (treatment c)	jnj-54861911 (treatment c)	drug	1	NCT02260700										FALSE			0
jnj-54861911 10 mg	jnj-54861911 10 mg	drug	2	NCT01887535	molecular	BACE1	Alzforum	https://www.alzforum.org/therapeutics/atabecestat			atabecestat	experimental		FALSE			1
jnj-54861911 160 mg	jnj-54861911 160 mg	drug	1	NCT01827982										FALSE			0
jnj-54861911 1mg	jnj-54861911 1mg	drug	1	NCT01827982										FALSE			0
jnj-54861911 25 mg	jnj-54861911 25 mg	drug	1	NCT01887535										FALSE			0
jnj-54861911 27 mg	jnj-54861911 27 mg	drug	1	NCT01827982										FALSE			0
jnj-54861911 3 mg	jnj-54861911 3 mg	drug	2	NCT01827982										FALSE			0
jnj-54861911 30 mg	jnj-54861911 30 mg	drug	1	NCT01887535										FALSE			0
jnj-54861911 50 mg	jnj-54861911 50 mg	drug	1	NCT01978548	molecular	BACE1	Alzforum	https://www.alzforum.org/therapeutics/atabecestat			atabecestat	experimental		FALSE			1
jnj-54861911 80 mg	jnj-54861911 80 mg	drug	1	NCT01887535										FALSE			0
jnj-54861911 81 mg	jnj-54861911 81 mg	drug	1	NCT01827982										FALSE			0
jnj-54861911 9 mg	jnj-54861911 9 mg	drug	2	NCT01827982										FALSE			0
jnj-54861911 tbd	jnj-54861911 tbd	drug	1	NCT01827982										FALSE			0
jnj-54861911, 10 mg	jnj-54861911, 10 mg	drug	2	NCT02360657	molecular	BACE1	Alzforum	https://www.alzforum.org/therapeutics/atabecestat			atabecestat	experimental		TRUE			2
jnj-54861911, 10 milligram (mg)	jnj-54861911, 10 milligram (mg)	drug	1	NCT02260674	molecular	BACE1	Alzforum	https://www.alzforum.org/therapeutics/atabecestat			atabecestat	experimental		TRUE			1
jnj-54861911, 25 mg	jnj-54861911, 25 mg	drug	2	NCT02406027	molecular	BACE1	Alzforum	https://www.alzforum.org/therapeutics/atabecestat			atabecestat	experimental		FALSE			1
jnj-54861911, 5 mg	jnj-54861911, 5 mg	drug	1	NCT02406027	molecular	BACE1	Alzforum	https://www.alzforum.org/therapeutics/atabecestat			atabecestat	experimental		FALSE			1
jnj-54861911, 50 mg	jnj-54861911, 50 mg	drug	2	NCT02360657	molecular	BACE1	Alzforum	https://www.alzforum.org/therapeutics/atabecestat			atabecestat	experimental		TRUE			2
jnj-63733657	jnj-63733657	drug	1	NCT03375697	molecular	MAPT	Alzforum	https://www.alzforum.org/therapeutics/jnj-63733657			jnj-63733657	experimental		FALSE			1
jogging	jogging	other	1	NCT03860649	behavioral									FALSE			1
jp 1730	jp 1730	drug	1	NCT00040209	molecular	ADRA2A	Pubmed	https://pubmed.ncbi.nlm.nih.gov/12889076/		alpha2 adrenergic receptor antagonist	fipamezole	experimental		FALSE			1
jzp-110	jzp-110	drug	1	NCT03037203	molecular	unknown	DB	https://go.drugbank.com/drugs/DB14754			solriamfetol	approved		FALSE			1
k0706	k0706	drug	3	NCT03655236	molecular	ABL1,BCR	Pubmed	https://pubmed.ncbi.nlm.nih.gov/31493432/		BCR-ABL1 tyrosine kinase inhibitors (TKIs)	k0706	experimental		FALSE			3
karate classes	karate classes	behavioral	2	NCT03882879	behavioral									FALSE			2
kdt-3594	kdt-3594	drug	2	NCT03068481	molecular	DRD2,DRD3	press release	https://www.affamed.com/press-releases-20		non-ergot dopamine agonist	am006	experimental		FALSE			2
ketasyn™ (ac-1202)	ketasyn™ (ac-1202)	drug	1	NCT00142805	molecular	unknown	Alzforum	https://www.alzforum.org/therapeutics/tricaprilin		medical food;proprietary, oral formulation of caprylic triglyceride	tricaprylin	supplement		FALSE			1
ketocal	ketocal	dietary supplement	1	NCT01016522	behavioral									FALSE			1
ketoconazole	ketoconazole	drug	1	NCT00860275										FALSE	CYP17A1	approved	0
ketogenic diet	ketogenic diet	behavioral	3	NCT03859245	behavioral									TRUE			8
ketogenic diet	ketogenic diet	other	1	NCT02687698	behavioral									TRUE			8
ketogenic medium chain triglyceride drink (mct drink)	ketogenic medium chain triglyceride drink (mct drink)	dietary supplement	1	NCT02912936	molecular						mct oil	supplement		FALSE			1
ketone ester drink	ketone ester drink	dietary supplement	1	NCT01364545	behavioral									FALSE			1
khk6640	khk6640	drug	3	NCT02127476	molecular	APP	Alzforum	https://www.alzforum.org/news/research-news/elusive-or-not-av-oligomers-are-biopharma-crosshairs		humanized form of a mouse antibody, purportedly recognizes Aβ aggregates	khk6640	experimental		FALSE			3
khv reporting	khv reporting	device	1	NCT02152319	none									FALSE			1
kinect	kinect	behavioral	1	NCT01416012	device									FALSE			1
kinesia 360	kinesia 360	device	1	NCT02657655	device									FALSE			1
kinesia homeview	kinesia homeview	device	1	NCT01920425										FALSE			0
kinesia-360™	kinesia-360™	device	1	NCT03103919	device									FALSE			1
kinesia-one™	kinesia-one™	device	1	NCT03103919	device									FALSE			1
kinesthetics tests	kinesthetics tests	other	1	NCT01842919	none									FALSE			1
kinetra and soletra (neurostimulator, medtronic)	kinetra and soletra (neurostimulator, medtronic)	device	1	NCT00354133	device									FALSE			1
kit for spinal cord stimulator system " scs systems " : precision® system	kit for spinal cord stimulator system " scs systems " : precision® system	device	1	NCT02539784	device									FALSE			1
km-819	km-819	drug	1	NCT03022799										FALSE			0
kns-760704	kns-760704	drug	4	NCT00647296	molecular	unknown	Pubmed	https://pubmed.ncbi.nlm.nih.gov/21154151/	2	enantiomer reported not to exhibit as much dopaminergic activity as pramipexole	dexpramipexole	experimental		FALSE			4
kodro+	kodro+	other	1	NCT02087618	device									FALSE			1
kodro+d	kodro+d	other	1	NCT02087618	behavioral									FALSE			1
kundalini yoga and meditation	kundalini yoga and meditation	behavioral	1	NCT03503669	behavioral									FALSE			1
kw-6002	kw-6002	drug	1	NCT00006337	molecular	ADORA2A	DB	https://go.drugbank.com/drugs/DB11757			istradefylline	approved		FALSE			1
kw-6002 (istradefylline)	kw-6002 (istradefylline)	drug	1	NCT00456586	molecular	ADORA2A	DB	https://go.drugbank.com/drugs/DB11757			istradefylline	approved		FALSE			1
kw-6356	kw-6356	drug	7	NCT03703570	molecular	ADORA2A	press release	https://www.kyowakirin.com/media_center/news_releases/2018/e20180820_01.html		selective antagonist of adenosine A2A receptors	kw-6356	experimental		FALSE			3
kw-6356 high dose	kw-6356 high dose	drug	1	NCT03830528										FALSE			0
kw-6356 low dose	kw-6356 low dose	drug	1	NCT03830528										FALSE			0
kw-6356 middle dose	kw-6356 middle dose	drug	1	NCT03830528										FALSE			0
kw-6356 x dose	kw-6356 x dose	drug	1	NCT03830528										FALSE			0
kw-6356 y dose	kw-6356 y dose	drug	1	NCT03830528										FALSE			0
kw-6500	kw-6500	drug	3	NCT01063621	molecular	DRD4,DRD2,DRD3	DB	https://go.drugbank.com/drugs/DB00714			apomorphine	approved		FALSE			3
kw-6500 placebo	kw-6500 placebo	drug	1	NCT01058291	placebo									FALSE			1
l dopa versus placebo	l dopa versus placebo	drug	1	NCT00373087	placebo									FALSE			1
l-arginine	l-arginine	drug	1	NCT01439555	molecular	unknown	DB	https://go.drugbank.com/drugs/DB00125			arginine	supplement		FALSE			1
l-dopa	l-dopa	drug	6	NCT01770145	molecular	DRD1,DRD5,DRD2,DRD3,DRD4	DB	https://go.drugbank.com/drugs/DB01235			levodopa	approved		FALSE			6
l-dops	l-dops	drug	1	NCT02812147	molecular	ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,ADRA2C,ADRB1,ADRB2,ADRB3	DB	https://go.drugbank.com/drugs/DB06262			droxidopa	approved		FALSE			1
l-serine	l-serine	drug	3	NCT01835782	molecular	unknown	DB	https://go.drugbank.com/drugs/DB00133			serine	supplement		FALSE			3
l-tyrosine	l-tyrosine	dietary supplement	1	NCT02259049	molecular	unknown					tyrosine	supplement		FALSE			1
lab assay for seven genetic variants for parkinson's disease	lab assay for seven genetic variants for parkinson's disease	device	2	NCT04057794										FALSE			0
laboratory biomarker analysis	laboratory biomarker analysis	other	8	NCT01056614										FALSE			0
lacosamide	lacosamide	drug	1	NCT03186040	molecular	unknown	DB	https://go.drugbank.com/drugs/DB06218			lacosamide	approved		FALSE		approved	1
lactobacillus casei dg (enterolactis duo®)	lactobacillus casei dg (enterolactis duo®)	dietary supplement	1	NCT04293159	molecular	unknown					lactobacillus	supplement		FALSE			1
lactobacillus plantarum ps128	lactobacillus plantarum ps128	dietary supplement	1	NCT03566589	molecular	unknown					lactobacillus	supplement		FALSE			1
ladostigil hemitartrate	ladostigil hemitartrate	drug	2	NCT01354691	molecular	unknown					lagostigil	experimental		FALSE			2
laminectomy and bone marrow stem cells transplantation	laminectomy and bone marrow stem cells transplantation	procedure	2	NCT01254539	procedure									FALSE			2
lanabecestat	lanabecestat	drug	3	NCT02972658	molecular	BACE1	Alzforum	https://www.alzforum.org/therapeutics/azd3293			lanabecestat	experimental		FALSE		non	3
land based exercise	land based exercise	other	1	NCT04291027	behavioral									FALSE			1
land based physical activities	land based physical activities	other	1	NCT03960931	behavioral									FALSE			1
lane change assistance system	lane change assistance system	device	1	NCT03195608	device									FALSE			1
language therapy	language therapy	behavioral	1	NCT02541097	behavioral									FALSE			1
language training	language training	behavioral	1	NCT04187391	behavioral									FALSE			1
laquinimod	laquinimod	drug	1	NCT02215616	molecular	AHR	Pubmed	https://www.ncbi.nlm.nih.gov/pubmed/27671624			laquinimod	experimental		FALSE		non	1
laser light (u-step walking stabilizer with laser light)	laser light (u-step walking stabilizer with laser light)	device	1	NCT01502995	device									FALSE			1
laser-evoked potential	laser-evoked potential	other	1	NCT02885194										FALSE			0
laughter therapy	laughter therapy	other	1	NCT02750982	behavioral									FALSE			1
lcig	lcig	drug	1	NCT02604914										FALSE			0
lcig (duodopa)	lcig (duodopa)	drug	1	NCT03419806	molecular	DDC	DB	https://go.drugbank.com/drugs/DB00190			carbidopa	approved		FALSE			1
ld+ddci	ld+ddci	drug	1	NCT02680977	molecular	DDC	DB	https://go.drugbank.com/drugs/DB00190			carbidopa	approved		FALSE			1
ld-ddci	ld-ddci	drug	1	NCT02680977	placebo									FALSE			1
leaf positive emotion intervention	leaf positive emotion intervention	behavioral	1	NCT03610698										FALSE			0
leap risk control validation	leap risk control validation	device	1	NCT03458169	placebo									FALSE			1
lecozotan	lecozotan	drug	1	NCT00563732										FALSE		non	0
lecozotan sr	lecozotan sr	drug	4	NCT00151398	molecular	HTR1A	Pubmed	https://pubmed.ncbi.nlm.nih.gov/15951399/		serotonin 1A receptor antagonist	lecozotan	experimental		FALSE			2
lecozotan sr (sra-333)	lecozotan sr (sra-333)	drug	1	NCT00277810	molecular	HTR1A	Pubmed	https://pubmed.ncbi.nlm.nih.gov/15951399/		serotonin 1A receptor antagonist	lecozotan	experimental		FALSE			1
lectures on the disease	lectures on the disease	other	1	NCT02447146	behavioral									FALSE			1
lee silverman voice treatment	lee silverman voice treatment	behavioral	2	NCT02265315	behavioral									FALSE			2
lee silverman voice treatment (svlt) loud	lee silverman voice treatment (svlt) loud	behavioral	1	NCT02506205	behavioral									FALSE			1
lemborexant 10 mg	lemborexant 10 mg	drug	1	NCT03001557	molecular	HCRTR1	DB	https://go.drugbank.com/drugs/DB11951			lemborexant	approved		FALSE			1
lemborexant 15 mg	lemborexant 15 mg	drug	1	NCT03001557	molecular	HCRTR1	DB	https://go.drugbank.com/drugs/DB11951			lemborexant	approved		FALSE			1
lemborexant 2.5 mg	lemborexant 2.5 mg	drug	1	NCT03001557	molecular	HCRTR1	DB	https://go.drugbank.com/drugs/DB11951			lemborexant	approved		FALSE			1
lemborexant 5 mg	lemborexant 5 mg	drug	1	NCT03001557	molecular	HCRTR1	DB	https://go.drugbank.com/drugs/DB11951			lemborexant	approved		FALSE			1
lemborexant-matched placebo	lemborexant-matched placebo	drug	1	NCT03001557	placebo									FALSE			1
lescod scale	lescod scale	other	1	NCT02263287										FALSE			0
leucovorin calcium	leucovorin calcium	drug	1	NCT00627666										FALSE			0
leuprolide	leuprolide	drug	1	NCT00004771	molecular	GNRHR	DB	https://go.drugbank.com/drugs/DB00007			leuprolide	approved		FALSE	GNRHR	approved	1
leuprolide acetate	leuprolide acetate	drug	2	NCT00063310	molecular	GNRHR	DB	https://go.drugbank.com/drugs/DB00007			leuprolide	approved		FALSE			2
levetiracetam	levetiracetam	biological	1	NCT00324454	molecular	SV2A	Alzforum	https://www.alzforum.org/therapeutics/agb101	2		levetiracetam	approved		FALSE	SV2A,CACNA1B	approved	18
levetiracetam	levetiracetam	drug	8	NCT03489044	molecular	SV2A	Alzforum	https://www.alzforum.org/therapeutics/agb101	2		levetiracetam	approved		FALSE	SV2A,CACNA1B	approved	18
levetiracetam 125mg	levetiracetam 125mg	drug	1	NCT01044758	molecular	SV2A	Alzforum	https://www.alzforum.org/therapeutics/agb101	2		levetiracetam	approved		FALSE			1
levetiracetam 250mg	levetiracetam 250mg	drug	1	NCT01044758	molecular	SV2A	Alzforum	https://www.alzforum.org/therapeutics/agb101	2		levetiracetam	approved		FALSE			1
levetiracetam 62.5mg	levetiracetam 62.5mg	drug	1	NCT01044758	molecular	SV2A	Alzforum	https://www.alzforum.org/therapeutics/agb101	2		levetiracetam	approved		FALSE			1
levodopa	levodopa	drug	13	NCT00096720	molecular	DRD1,DRD5,DRD2,DRD3,DRD4	DB	https://go.drugbank.com/drugs/DB01235			levodopa	approved		FALSE		non	10
levodopa (drug), intraduodenal administration	levodopa (drug), intraduodenal administration	drug	1	NCT00272688	molecular	DRD1,DRD5,DRD2,DRD3,DRD4	DB	https://go.drugbank.com/drugs/DB01235			levodopa	approved		FALSE			1
levodopa (l-dopa)	levodopa (l-dopa)	drug	1	NCT01283594	molecular	DRD1,DRD5,DRD2,DRD3,DRD4	DB	https://go.drugbank.com/drugs/DB01235			levodopa	approved		FALSE			1
levodopa (pardoprunox)	levodopa (pardoprunox)	drug	1	NCT00406588	molecular	DRD1,DRD5,DRD2,DRD3,DRD4	DB	https://go.drugbank.com/drugs/DB01235			levodopa	approved		FALSE			1
levodopa 100 mg / benserazide 25 mg	levodopa 100 mg / benserazide 25 mg	drug	1	NCT02778594	molecular	DRD1,DRD2,DRD3,DRD4,DRD5,DDC	DB	https://go.drugbank.com/drugs/DB01235			levodopa,benserazide	combination		FALSE			0
levodopa acute challenge	levodopa acute challenge	drug	1	NCT02785978	molecular	DRD1,DRD5,DRD2,DRD3,DRD4	DB	https://go.drugbank.com/drugs/DB01235			levodopa	approved		FALSE			0
levodopa and carbidopa	levodopa and carbidopa	drug	1	NCT01883505	molecular	DRD1,DRD2,DRD3,DRD4,DRD5,DDC	DB	https://go.drugbank.com/drugs/DB00231			carbidopa,levodopa	combination		FALSE			1
levodopa and carbidopa sc solution	levodopa and carbidopa sc solution	drug	1	NCT02096601	molecular	DRD1,DRD2,DRD3,DRD4,DRD5,DDC	DB	https://go.drugbank.com/drugs/DB00232			carbidopa,levodopa	combination		FALSE			1
levodopa and carbidopa solution for sc administration	levodopa and carbidopa solution for sc administration	drug	1	NCT01725802	molecular	DRD1,DRD2,DRD3,DRD4,DRD5,DDC	DB	https://go.drugbank.com/drugs/DB00233			carbidopa,levodopa	combination		FALSE			1
levodopa and domperidone	levodopa and domperidone	drug	1	NCT00006077	molecular	DRD1,DRD2,DRD3,DRD4,DRD5	DB	https://go.drugbank.com/drugs/DB01235			levodopa,domperidone	combination		FALSE			1
levodopa benserazide madopar	levodopa benserazide madopar	drug	1	NCT02741947	molecular	DRD1,DRD2,DRD3,DRD4,DRD5,DDC	DB	https://go.drugbank.com/drugs/DB01236			levodopa,benserazide	combination		FALSE			1
levodopa benserazide teva italia	levodopa benserazide teva italia	drug	1	NCT02741947	molecular	DRD1,DRD2,DRD3,DRD4,DRD5,DDC	DB	https://go.drugbank.com/drugs/DB01237			levodopa,benserazide	combination		FALSE			1
levodopa carbidopa (lc) oral encapsulated immediate release (ir) tablets	levodopa carbidopa (lc) oral encapsulated immediate release (ir) tablets	drug	1	NCT00357994	molecular	DRD1,DRD2,DRD3,DRD4,DRD5,DDC	DB	https://go.drugbank.com/drugs/DB00234			carbidopa,levodopa	combination		FALSE			1
levodopa carbidopa intestinal gel (lcig)	levodopa carbidopa intestinal gel (lcig)	drug	2	NCT00660387	molecular	DRD1,DRD2,DRD3,DRD4,DRD5,DDC	DB	https://go.drugbank.com/drugs/DB00235			carbidopa,levodopa	combination		FALSE			2
levodopa dispersible	levodopa dispersible	drug	1	NCT02769793	molecular	DRD1,DRD5,DRD2,DRD3,DRD4	DB	https://go.drugbank.com/drugs/DB01235			levodopa	approved		FALSE			1
levodopa infusion	levodopa infusion	drug	1	NCT00914134	molecular	DRD1,DRD5,DRD2,DRD3,DRD4	DB	https://go.drugbank.com/drugs/DB01235			levodopa	approved		FALSE			1
levodopa mr	levodopa mr	drug	1	NCT02764125	molecular	DRD1,DRD5,DRD2,DRD3,DRD4	DB	https://go.drugbank.com/drugs/DB01235			levodopa	approved		FALSE			1
levodopa or acupuncture	levodopa or acupuncture	behavioral	1	NCT00692328	behavioral									FALSE			1
levodopa placebo	levodopa placebo	drug	1	NCT02601586	placebo									FALSE			1
levodopa tablet	levodopa tablet	drug	1	NCT04054960	placebo	DRD1,DRD5,DRD2,DRD3,DRD4	DB	https://go.drugbank.com/drugs/DB01235			levodopa	approved	soc arm in this device trial	FALSE			1
levodopa, carbidopa, entacapone	levodopa, carbidopa, entacapone	drug	1	NCT02554734	molecular	DRD1,DRD2,DRD3,DRD4,DRD5,DDC,COMT	DB	https://go.drugbank.com/drugs/DB00190			carbidopa,levodopa,entacapone	combination	DB	FALSE			0
