intervention_name	intervention_type	n_trials	example_trial	intervention_class	target_gene	target_gene_comments	db_target	db_status	incl_count
memory training with computerized memory program	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01156714","NCT01156714")						1
mental and physical practice	other	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03439800","NCT03439800")						2
mental practice and brushing guidance in patients with parkinson disease	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02738528","NCT02738528")						1
mental practice and physical therapy	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02729454","NCT02729454")						1
merging yoga and occupational therapy for parkinson disease	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03578653","NCT03578653")						1
mesdopetam (irl790)	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03368170","NCT03368170")						1
mesencephalic neuronal precursor cells	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01860794","NCT01860794")						1
mesenchymal stem cell	biological	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02116634","NCT02116634")						1
mesenchymal stem cells	biological	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03550183","NCT03550183")						2
mesna	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00857389","NCT00857389")						0
metabolic cofactor supplementation	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04044131","NCT04044131")						1
metformin	drug	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04220021","NCT04220021")				PRKAB1,ETFDH	approved	3
methotrexate	drug	18	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01390402","NCT01390402")					non	1
methotrexate (mtx)	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03689465","NCT03689465")						0
methylcobalamin	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03548311","NCT03548311")						1
methylene blue	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02380573","NCT02380573")				GUCY1A2,NOS1	approved	1
methylphenidate	drug	11	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00359723","NCT00359723")				SLC6A3	approved	11
methylphenidate (mpd)	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00526630","NCT00526630")						1
methylphenidate extended release oral capsule	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03811847","NCT03811847")						1
methylprednisolone	drug	10	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00482053","NCT00482053")				NR3C1	approved	1
methylprednisolone sodium succinate	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00568633","NCT00568633")						0
metrology of motor behavior	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03848897","NCT03848897")						0
metronome	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03716674","NCT03716674")						1
metronome fast	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03253965","NCT03253965")						1
metronome normal	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03253965","NCT03253965")						1
metronome slow	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03253965","NCT03253965")						1
mexiletine	drug	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01849770","NCT01849770")					non	3
mhealth delivered exercise program	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03517371","NCT03517371")						1
mhrc	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03420807","NCT03420807")						0
mhsct	biological	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00114530","NCT00114530")						1
mi	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04181918","NCT04181918")						1
mibg label with i123 or i124	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01931488","NCT01931488")						0
micrnas battery	diagnostic test	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04137926","NCT04137926")						0
micro mouth pressure meter	device	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02710162","NCT02710162")						1
microcannula harvest adipose	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03297177","NCT03297177")						1
mid dose anavex2-73	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03774459","NCT03774459")						2
midazolam	drug	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02211079","NCT02211079")				GABRA1,GABRA1	approved	1
midodrine	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02897063","NCT02897063")				ADRA1A,ADRA1B	approved	2
mifepristone	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00105105","NCT00105105")				PGR,NR3C1	approved	1
miglustat	drug	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03910621","NCT03910621")				UGCG	approved	1
mild body exercise	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03463330","NCT03463330")						1
mild weight loss	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02817074","NCT02817074")						1
milk/tricaprilin oil blend	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03635879","NCT03635879")						0
mind	dietary supplement	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03585907","NCT03585907")						1
mind diet	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02817074","NCT02817074")						1
mindfulness	behavioral	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02705586","NCT02705586")						2
mindfulness based health care (mbhc) program	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03858283","NCT03858283")						1
mindfulness based stress reduction	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03998462","NCT03998462")						1
mindfulness based stress reduction (mbsr)	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01605448","NCT01605448")						1
mindfulness training	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01607697","NCT01607697")						1
mindfulness-based cognitive therapy	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02464293","NCT02464293")						1
mindfulness-based cognitive therapy (mbct)	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03904654","NCT03904654")						1
mindfulness-based intervention (mbi)	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02683330","NCT02683330")						1
mindoula	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02903862","NCT02903862")						1
mindpod dolphin	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04073225","NCT04073225")						0
mini-invasive electrophysiological study	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00251121","NCT00251121")						0
minimally-enhanced usual care	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04338750","NCT04338750")						0
minocycline	drug	6	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00047723","NCT00047723")					non	6
mip and mep	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03797976","NCT03797976")						1
mirabegron	drug	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02092181","NCT02092181")				ADRB3	approved	3
mirapex	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00144300","NCT00144300")						2
mirapex (pramipexole)	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00096720","NCT00096720")						0
mirapex er	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01515774","NCT01515774")						1
mirt	behavioral	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02719470","NCT02719470")						15
mirt	other	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02701621","NCT02701621")						15
mirt	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02727257","NCT02727257")						15
mirt + treadmill	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03021408","NCT03021408")						1
mirt + treadmill plus	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03021408","NCT03021408")						1
mirt + virtual reality	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03021408","NCT03021408")						1
mirt-at	other	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02701621","NCT02701621")						2
mirtazapine	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01867775","NCT01867775")					non	2
mito-food plan	dietary supplement	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03630419","NCT03630419")						1
mitoq	dietary supplement	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03514875","NCT03514875")						4
mitoq	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00329056","NCT00329056")						4
mixed functional foods supplementation	dietary supplement	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04279418","NCT04279418")						1
mk 6240	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04104659","NCT04104659")						0
mk-0249 25 mg	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00874939","NCT00874939")						1
mk-0249 7.5 mg	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00874939","NCT00874939")						1
mk-4334	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03740178","NCT03740178")						1
mk-7622	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01852110","NCT01852110")					non	1
mk-8931	drug	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01537757","NCT01537757")						1
mk0249	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00420420","NCT00420420")						1
mk0657	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00505843","NCT00505843")						1
mk0677	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00074529","NCT00074529")						1
mk0952	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00362024","NCT00362024")						1
mlc601	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01696123","NCT01696123")						1
mlc901	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03038035","NCT03038035")						1
mmf	drug	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00001964","NCT00001964")						0
mmfs-205-sr	dietary supplement	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03531684","NCT03531684")						1
mmse (mini mental state examination)	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04019665","NCT04019665")						0
mn 4000	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03797677","NCT03797677")						1
mn-166	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04057898","NCT04057898")						2
mnc (mononuclear cells)	biological	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02286011","NCT02286011")						1
mnemonic strategy training (mst)	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00714571","NCT00714571")						1
mni-330 as a brain spect tracer of beta-amyloid	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00657813","NCT00657813")						0
mni-513-01	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01000870","NCT01000870")						0
mobilaser	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01581645","NCT01581645")						1
mobile gait trainer	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03416452","NCT03416452")						1
mobile health technology	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01955889","NCT01955889")						1
mobile platform exercise	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03314597","NCT03314597")						1
modafinil	drug	5	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01172145","NCT01172145")				SLC6A3	approved	5
modafinil 50mg	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03083132","NCT03083132")						1
modeling	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01095718","NCT01095718")						1
moderate dose nicotine (14mg)	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01778946","NCT01778946")						1
moderate exercise	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01506479","NCT01506479")						4
moderate exercise	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03326622","NCT03326622")						4
moderate intensity aerobic exercise	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04009629","NCT04009629")						1
moderate-aerobic walking	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02726906","NCT02726906")						1
moderate-demand photography	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03962439","NCT03962439")						1
modified atkins diet	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02521818","NCT02521818")						1
modified exercise programme	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03473834","NCT03473834")						1
modified fitness counts	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00591344","NCT00591344")						1
modified paleolithic diet	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03659422","NCT03659422")						1
montelukast	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03991988","NCT03991988")				CYSLTR1	approved	1
montelukast buccal film	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03402503","NCT03402503")						1
montessori reading roundtable	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04255329","NCT04255329")						1
monthly autologous treg cells infusions + 3 times per week interleukin-2 injections	biological	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04055623","NCT04055623")						2
monthly check-in session	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02439853","NCT02439853")						1
monthly placebo infusions + 3 times per week placebo injections	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04055623","NCT04055623")						1
montreal cognitive assessment (moca) and mmse	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01903421","NCT01903421")						1
morning simulated sunlight	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02502045","NCT02502045")						1
motion analysis	procedure	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01882010","NCT01882010")						3
motivational interviewing	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03329833","NCT03329833")						1
motor assessments before taking regular pd treatment	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03407378","NCT03407378")						1
motor assessments on regular pd treatment	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03407378","NCT03407378")						1
motor cortex stimulation	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00159172","NCT00159172")						1
motor cortex stimulation off	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00637260","NCT00637260")						1
motor cortex stimulation on.	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00637260","NCT00637260")						1
motor evaluation	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02218567","NCT02218567")						0
motor exercises for swallowing, breathing and phonation	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01131494","NCT01131494")						1
motor fluctuations diary	diagnostic test	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04176302","NCT04176302")						0
motor imagery based eeg-bci	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03827187","NCT03827187")						0
motor learning	behavioral	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03245216","NCT03245216")						2
motor physiology testing	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02012647","NCT02012647")						1
movement-2-music (m2m)	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03797378","NCT03797378")						1
movement-oriented dementia care	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03001232","NCT03001232")						1
moving through glass intervention	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03214926","NCT03214926")						1
moxifloxacin	drug	9	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00979316","NCT00979316")					approved	1
moxifloxacin infusion	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00292227","NCT00292227")						1
mp+ddci	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02680977","NCT02680977")						1
mp-101	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03044249","NCT03044249")						1
mp-equivalent	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02680977","NCT02680977")						1
mp-low	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02680977","NCT02680977")						1
mpc-7869	drug	5	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00105547","NCT00105547")						5
mr brain	diagnostic test	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04099823","NCT04099823")						0
mr guided focused ultrasound	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03608553","NCT03608553")						1
mri	device	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03641768","NCT03641768")						4
mri	other	11	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04212637","NCT04212637")						4
mri	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02759887","NCT02759887")						4
mri	radiation	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00987090","NCT00987090")						4
mri + 18fdg-pet + neuropsychological assessments ; 18fdg performed especially for the research	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01530438","NCT01530438")						0
mri 3t	radiation	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02576821","NCT02576821")						1
mri 7t	radiation	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02576821","NCT02576821")						1
mri acquisition	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02428816","NCT02428816")						0
mri and pet scan	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03129269","NCT03129269")						0
mri based perfusion imaging	diagnostic test	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03912571","NCT03912571")						0
mri exam of the brain	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02445469","NCT02445469")						0
mri imaging	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02236832","NCT02236832")						0
mri of the spine	diagnostic test	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03753945","NCT03753945")						0
mri scan	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01459016","NCT01459016")						0
mri screening form	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04099823","NCT04099823")						0
mri techniques	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01019343","NCT01019343")						1
mri(magnetic resonance imaging)	diagnostic test	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01995903","NCT01995903")						0
mri-examinations	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03939286","NCT03939286")						0
mrighifu unilateral subthalamotomy	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02912871","NCT02912871")						1
ms band 2	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03425877","NCT03425877")						1
msc-ntf cells transplantation (im)	biological	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01051882","NCT01051882")						1
msc-ntf cells transplantation (it)	biological	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01051882","NCT01051882")						1
msc_ntf cells transplantation by multiple intramuscular injections at 24 separate sites, in addition to a single intrathechal injection into the csf	biological	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01777646","NCT01777646")						1
msdc-0160	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01374438","NCT01374438")						1
mt-1186	drug	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04176224","NCT04176224")						3
mt-4666	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01764243","NCT01764243")						2
mtx	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04203108","NCT04203108")						0
multi-sensory supportive care	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01819714","NCT01819714")						1
multicomponent intervention	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04280861","NCT04280861")						0
multicomponent psychosocial intervention	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00177489","NCT00177489")						0
multicontext for pd strategy training	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04048122","NCT04048122")						1
multicultural healthy diet	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03240406","NCT03240406")						1
multidimensional fragility index questionnaire rai-home care	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03360552","NCT03360552")						1
multidimensional stimulation group therapy	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01893398","NCT01893398")						1
multidisciplinary approach	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03442322","NCT03442322")						1
multidisciplinary care	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00518791","NCT00518791")						1
multidisciplinary intensive rehabilitation treatment (mirt)	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02756676","NCT02756676")						1
multidisciplinary team meetings (mdtm)	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01569997","NCT01569997")						0
multidomain lifestyle	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03249688","NCT03249688")						1
multifactorial fall prevention program	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00518648","NCT00518648")						1
multimodal brain imaging (mri)	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04044495","NCT04044495")						0
multimodal overground locomotor training	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03864393","NCT03864393")						1
multiple dose	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01424163","NCT01424163")						0
multivitamin	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00056329","NCT00056329")						1
muscimol	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00921128","NCT00921128")					non	1
muscle biopsy	procedure	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03573466","NCT03573466")						0
muscle relaxation using full body massage machine	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03507192","NCT03507192")						1
muscle strength training	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01971528","NCT01971528")						1
muscle training	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01504009","NCT01504009")						1
music	other	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03121950","NCT03121950")						2
music and memory	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03821844","NCT03821844")						1
music and physical activity	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03447444","NCT03447444")						1
music and treadmill walking program	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00750945","NCT00750945")						1
music balance board	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04146688","NCT04146688")						1
music experience questionnaire	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03342326","NCT03342326")						1
music fast	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03253965","NCT03253965")						1
music intervention	other	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02376686","NCT02376686")						1
music lessons	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03444181","NCT03444181")						1
music normal	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03253965","NCT03253965")						1
music slow	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03253965","NCT03253965")						1
music supported therapy	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03049033","NCT03049033")						1
music therapy	behavioral	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03643003","NCT03643003")						18
music therapy	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04212897","NCT04212897")						18
music therapy	procedure	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03604822","NCT03604822")						18
music training	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02432222","NCT02432222")						1
musical intervention	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02833870","NCT02833870")						1
musical treadmill	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03546244","NCT03546244")						1
my plate	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03284112","NCT03284112")						1
my tools 4 care	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02428387","NCT02428387")						1
mycophenolate	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02152345","NCT02152345")						1
mycophenolate mofetil	drug	19	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00882895","NCT00882895")					non	1
mycophenolate mofetil (mmf)	drug	6	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00482053","NCT00482053")						0
mycophenolate mofetil 250mg	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00899847","NCT00899847")						0
mycophenolic acid	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01336296","NCT01336296")					non	0
mycophenolic acid oral product	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03828682","NCT03828682")						0
mylotarg	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00038831","NCT00038831")						0
myobloc	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01994109","NCT01994109")						2
mytap oral appliance plus mouth shield	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03929302","NCT03929302")						1
mézières method	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02891473","NCT02891473")						1
n-0923	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00001931","NCT00001931")						1
n-831(traneurocin) 10 mg qd	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03538522","NCT03538522")						1
n-acetyl cysteine	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00975689","NCT00975689")						0
n-acetylcysteine	drug	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01470027","NCT01470027")						3
n-acetylcysteine capsule	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02212678","NCT02212678")						1
n-hydroxy-n'-phenyl-octanediamide (vorinostat)	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03056495","NCT03056495")						1
