intervention_name	intervention_type	n_trials	example_trial	intervention_class	target_gene	target_gene_comments
magnitude treadmill group	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01987557","NCT01987557")			
magstim rapid 2 repetitive transcranial magnetic stimulation	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02387346","NCT02387346")			
magstim rapid 2 sham stimulation	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02387346","NCT02387346")			
magstim rapid magnetic stimulator	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00063284","NCT00063284")			
magstim rapid2	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02875041","NCT02875041")			
magstim rapid2 transcranial magnetic simulation	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04193267","NCT04193267")			
magstim rtms	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03448133","NCT03448133")			
magtein	dietary supplement	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02210286","NCT02210286")			
mail and live phone	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00546767","NCT00546767")			
maintaining of occupational therapy	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03435705","NCT03435705")			
malnutrition screening and perioperative nutritional support	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02800395","NCT02800395")			
maltodextrin	dietary supplement	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03667404","NCT03667404")			
mantadix	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00632762","NCT00632762")			
map-i	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03538574","NCT03538574")			
masitinib	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01872598","NCT01872598")			
masitinib (3.0)	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02588677","NCT02588677")			
masitinib (4.5)	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02588677","NCT02588677")			
masitinib (ab1010)	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00976118","NCT00976118")			
masotherapy with neural tension and masotherapy with non-neural tension	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04303338","NCT04303338")			
massage with a spiky ball	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02230930","NCT02230930")			
matched placebo	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02886494","NCT02886494")			
matched placebo (for simvastatin)	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02787590","NCT02787590")			
matched placebo to myobloc	biological	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00515437","NCT00515437")			
matching placebo	drug	5	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01806857","NCT01806857")			
matching placebo (gantenerumab)	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01760005","NCT01760005")			
matching placebo (solanezumab)	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01760005","NCT01760005")			
mbb afo	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02819011","NCT02819011")			
mci-186	drug	4	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00415519","NCT00415519")			
mci-186 in open label phase	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01492686","NCT01492686")			
mcrob hybrid node 3-axes accelerometers and 3-axes gyroscopes	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00716261","NCT00716261")			
mctprocal medical food	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03635879","NCT03635879")			
md1003	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03114215","NCT03114215")			
me & my wishes	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03861429","NCT03861429")			
measure of the electrophysiological activity of the subthalamic nucleus	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01537224","NCT01537224")			
measurement of serum level of anti-dementia drug	diagnostic test	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04117178","NCT04117178")			
mechanical insufflation - exsufflation	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00839033","NCT00839033")			
mechanical peripheral stimulation (gondola)	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02594540","NCT02594540")			
mechanical stimulus (vibration) applied on the forearm	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02610257","NCT02610257")			
medi1341	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03272165","NCT03272165")			
medi1814 for iv injection	biological	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02036645","NCT02036645")			
medi1814 for subcutaneous injection	biological	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02036645","NCT02036645")			
median nerve stimulation	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02469675","NCT02469675")			
medical adherence	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03987464","NCT03987464")			
medical device	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02665663","NCT02665663")			
medical food	dietary supplement	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03249688","NCT03249688")			
medical visit for specific questionnaires	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03371277","NCT03371277")			
medication	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03473834","NCT03473834")			
medication therapy management (mtm)	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02849639","NCT02849639")			
meditation	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00558402","NCT00558402")			
mediterranean diet	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03841539","NCT03841539")			
mediterranean diet	other	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03851861","NCT03851861")			
medium intensity aerobic program	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04046276","NCT04046276")			
medroxyprogesterone	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00066157","NCT00066157")			
medtronic activa pc+s sensing deep brain stimulator generator	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02438033","NCT02438033")			
medtronic rc+s dbs system	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04011449","NCT04011449")			
medx console system	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03551392","NCT03551392")			
meeting with pharmacist	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04228770","NCT04228770")			
meg	procedure	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01882010","NCT01882010")			
meganatural-az grapeseed extract	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02033941","NCT02033941")			
melatonin	dietary supplement	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03954899","NCT03954899")			
melatonin	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02359448","NCT02359448")			
melatonin pr	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02789592","NCT02789592")			
melatonin pr placebo	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02789592","NCT02789592")			
melatonin(circadin®)	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03258294","NCT03258294")			
melperone hcl	drug	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00125138","NCT00125138")			
melphalan	drug	11	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00589563","NCT00589563")			
mem 1003	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00257673","NCT00257673")			
mem 3454	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00454870","NCT00454870")			
memantine	drug	40	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02288000","NCT02288000")			
memantine (drug)	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00375778","NCT00375778")			
memantine (ebixa)	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00353665","NCT00353665")			
memantine (namenda®)	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00768261","NCT00768261")			
memantine (once daily)	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02553928","NCT02553928")			
memantine (twice daily)	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02553928","NCT02553928")			
memantine er	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00322153","NCT00322153")			
memantine hcl	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00334906","NCT00334906")			
memantine hydrochloride	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03168997","NCT03168997")			
memantine hydrochloride oral solution	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04302870","NCT04302870")			
memantine-hcl	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00624026","NCT00624026")			
memorem	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04271163","NCT04271163")			
memorem 1000	device	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03927040","NCT03927040")			
memory	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02696603","NCT02696603")			
memory and organizational aid	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00105612","NCT00105612")			
memory and problem-solving intervention	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01646333","NCT01646333")			
memory assessment	behavioral	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01638884","NCT01638884")			
memory group	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01998711","NCT01998711")			
memory strategy training	behavioral	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03836963","NCT03836963")			
memory training	behavioral	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03503669","NCT03503669")			
memory training with computerized memory program	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01156714","NCT01156714")			
mental and physical practice	other	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03439800","NCT03439800")			
mental practice and brushing guidance in patients with parkinson disease	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02738528","NCT02738528")			
mental practice and physical therapy	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02729454","NCT02729454")			
merging yoga and occupational therapy for parkinson disease	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03578653","NCT03578653")			
mesdopetam (irl790)	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03368170","NCT03368170")			
mesencephalic neuronal precursor cells	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01860794","NCT01860794")			
mesenchymal stem cell	biological	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02116634","NCT02116634")			
mesenchymal stem cells	biological	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03550183","NCT03550183")			
mesna	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00857389","NCT00857389")			
metabolic cofactor supplementation	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04044131","NCT04044131")			
metformin	drug	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04220021","NCT04220021")			
methotrexate	drug	18	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01390402","NCT01390402")			
methotrexate (mtx)	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03689465","NCT03689465")			
methylcobalamin	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03548311","NCT03548311")			
methylene blue	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02380573","NCT02380573")			
methylphenidate	drug	11	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00359723","NCT00359723")			
methylphenidate (mpd)	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00526630","NCT00526630")			
methylphenidate extended release oral capsule	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03811847","NCT03811847")			
methylprednisolone	drug	10	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00482053","NCT00482053")			
methylprednisolone sodium succinate	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00568633","NCT00568633")			
metrology of motor behavior	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03848897","NCT03848897")			
metronome	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03716674","NCT03716674")			
metronome fast	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03253965","NCT03253965")			
metronome normal	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03253965","NCT03253965")			
metronome slow	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03253965","NCT03253965")			
mexiletine	drug	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01849770","NCT01849770")			
mhealth delivered exercise program	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03517371","NCT03517371")			
mhrc	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03420807","NCT03420807")			
mhsct	biological	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00114530","NCT00114530")			
mi	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04181918","NCT04181918")			
mibg label with i123 or i124	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01931488","NCT01931488")			
micrnas battery	diagnostic test	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04137926","NCT04137926")			
micro mouth pressure meter	device	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02710162","NCT02710162")			
microcannula harvest adipose	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03297177","NCT03297177")			
mid dose anavex2-73	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03774459","NCT03774459")			
midazolam	drug	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02211079","NCT02211079")			
midodrine	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02897063","NCT02897063")			
mifepristone	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00105105","NCT00105105")			
miglustat	drug	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03910621","NCT03910621")			
mild body exercise	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03463330","NCT03463330")			
mild weight loss	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02817074","NCT02817074")			
milk/tricaprilin oil blend	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03635879","NCT03635879")			
mind	dietary supplement	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03585907","NCT03585907")			
mind diet	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02817074","NCT02817074")			
mindfulness	behavioral	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02705586","NCT02705586")			
mindfulness based health care (mbhc) program	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03858283","NCT03858283")			
mindfulness based stress reduction	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03998462","NCT03998462")			
mindfulness based stress reduction (mbsr)	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01605448","NCT01605448")			
mindfulness training	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01607697","NCT01607697")			
mindfulness-based cognitive therapy	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02464293","NCT02464293")			
mindfulness-based cognitive therapy (mbct)	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03904654","NCT03904654")			
mindfulness-based intervention (mbi)	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02683330","NCT02683330")			
mindoula	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02903862","NCT02903862")			
mindpod dolphin	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04073225","NCT04073225")			
mini-invasive electrophysiological study	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00251121","NCT00251121")			
minimally-enhanced usual care	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04338750","NCT04338750")			
minocycline	drug	6	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00047723","NCT00047723")			
mip and mep	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03797976","NCT03797976")			
mirabegron	drug	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02092181","NCT02092181")			
mirapex	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00144300","NCT00144300")			
mirapex (pramipexole)	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00096720","NCT00096720")			
mirapex er	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01515774","NCT01515774")			
mirt	behavioral	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02719470","NCT02719470")			
mirt	other	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02701621","NCT02701621")			
mirt	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02727257","NCT02727257")			
mirt + treadmill	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03021408","NCT03021408")			
mirt + treadmill plus	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03021408","NCT03021408")			
mirt + virtual reality	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03021408","NCT03021408")			
mirt-at	other	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02701621","NCT02701621")			
mirtazapine	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01867775","NCT01867775")			
mito-food plan	dietary supplement	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03630419","NCT03630419")			
mitoq	dietary supplement	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03514875","NCT03514875")			
mitoq	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00329056","NCT00329056")			
mixed functional foods supplementation	dietary supplement	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04279418","NCT04279418")			
mk 6240	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04104659","NCT04104659")			
mk-0249 25 mg	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00874939","NCT00874939")			
mk-0249 7.5 mg	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00874939","NCT00874939")			
mk-4334	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03740178","NCT03740178")			
mk-7622	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01852110","NCT01852110")			
mk-8931	drug	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01537757","NCT01537757")			
mk0249	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00420420","NCT00420420")			
mk0657	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00505843","NCT00505843")			
mk0677	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00074529","NCT00074529")			
mk0952	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00362024","NCT00362024")			
mlc601	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01696123","NCT01696123")			
mlc901	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03038035","NCT03038035")			
mmf	drug	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00001964","NCT00001964")			
mmfs-205-sr	dietary supplement	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03531684","NCT03531684")			
mmse (mini mental state examination)	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04019665","NCT04019665")			
mn 4000	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03797677","NCT03797677")			
mn-166	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04057898","NCT04057898")			
mnc (mononuclear cells)	biological	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02286011","NCT02286011")			
mnemonic strategy training (mst)	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00714571","NCT00714571")			
mni-330 as a brain spect tracer of beta-amyloid	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00657813","NCT00657813")			
mni-513-01	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01000870","NCT01000870")			
mobilaser	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01581645","NCT01581645")			
mobile gait trainer	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03416452","NCT03416452")			
mobile health technology	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01955889","NCT01955889")			
mobile platform exercise	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03314597","NCT03314597")			
modafinil	drug	5	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01172145","NCT01172145")			
modafinil 50mg	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03083132","NCT03083132")			
modeling	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01095718","NCT01095718")			
moderate dose nicotine (14mg)	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01778946","NCT01778946")			
moderate exercise	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01506479","NCT01506479")			
moderate exercise	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03326622","NCT03326622")			
moderate intensity aerobic exercise	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04009629","NCT04009629")			
moderate-aerobic walking	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02726906","NCT02726906")			
moderate-demand photography	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03962439","NCT03962439")			
modified atkins diet	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02521818","NCT02521818")			
modified exercise programme	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03473834","NCT03473834")			
modified fitness counts	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00591344","NCT00591344")			
modified paleolithic diet	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03659422","NCT03659422")			
montelukast	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03991988","NCT03991988")			
montelukast buccal film	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03402503","NCT03402503")			
montessori reading roundtable	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04255329","NCT04255329")			
monthly autologous treg cells infusions + 3 times per week interleukin-2 injections	biological	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04055623","NCT04055623")			
monthly check-in session	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02439853","NCT02439853")			
monthly placebo infusions + 3 times per week placebo injections	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04055623","NCT04055623")			
montreal cognitive assessment (moca) and mmse	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01903421","NCT01903421")			
morning simulated sunlight	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02502045","NCT02502045")			
motion analysis	procedure	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01882010","NCT01882010")			
motivational interviewing	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03329833","NCT03329833")			
motor assessments before taking regular pd treatment	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03407378","NCT03407378")			
motor assessments on regular pd treatment	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03407378","NCT03407378")			
motor cortex stimulation	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00159172","NCT00159172")			
motor cortex stimulation off	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00637260","NCT00637260")			
motor cortex stimulation on.	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00637260","NCT00637260")			
motor evaluation	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02218567","NCT02218567")			
motor exercises for swallowing, breathing and phonation	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01131494","NCT01131494")			
motor fluctuations diary	diagnostic test	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04176302","NCT04176302")			
motor imagery based eeg-bci	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03827187","NCT03827187")			
motor learning	behavioral	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03245216","NCT03245216")			
motor physiology testing	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02012647","NCT02012647")			
movement-2-music (m2m)	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03797378","NCT03797378")			
movement-oriented dementia care	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03001232","NCT03001232")			
moving through glass intervention	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03214926","NCT03214926")			
moxifloxacin	drug	9	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00979316","NCT00979316")			
moxifloxacin infusion	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00292227","NCT00292227")			
mp+ddci	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02680977","NCT02680977")			
mp-101	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03044249","NCT03044249")			
mp-equivalent	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02680977","NCT02680977")			
mp-low	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02680977","NCT02680977")			
mpc-7869	drug	5	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00105547","NCT00105547")			
mr brain	diagnostic test	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04099823","NCT04099823")			
mr guided focused ultrasound	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03608553","NCT03608553")			
mri	device	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03641768","NCT03641768")			
mri	other	11	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04212637","NCT04212637")			
mri	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02759887","NCT02759887")			
